Ubigeo|Departamento|Provincia|Distrito|Codigo|distrito_det|FlgZona|CENTROSNEGOCIO|FLGPROVCENTROSNEGOCIO|distrito_agg|FlgCiudad|
190501|PIURA|PAITA|PAITA|200501|PAITA|PROV|||PAITA|1|
190502|PIURA|PAITA|AMOTAPE|200502|PAITA|PROV|||PAITA|1|
190503|PIURA|PAITA|ARENAL|200503|PAITA|PROV|||PAITA|1|
190504|PIURA|PAITA|LA HUACA|200505|PAITA|PROV|||PAITA|1|
190505|PIURA|PAITA|COLAN|200504|PAITA|PROV|||PAITA|1|
190506|PIURA|PAITA|TAMARINDO|200506|PAITA|PROV|||PAITA|1|
190507|PIURA|PAITA|VICHAYAL|200507|PAITA|PROV|||PAITA|1|
190601|PIURA|SULLANA|SULLANA|200601|SULLANA|PROV|||SULLANA|1|
190602|PIURA|SULLANA|BELLAVISTA|200602|SULLANA|PROV|||SULLANA|1|
190603|PIURA|SULLANA|LANCONES|200604|SULLANA|PROV|||SULLANA|1|
190604|PIURA|SULLANA|MARCAVELICA|200605|SULLANA|PROV|||SULLANA|1|
190605|PIURA|SULLANA|MIGUEL CHECA|200606|SULLANA|PROV|||SULLANA|1|
190606|PIURA|SULLANA|QUERECOTILLO|200607|SULLANA|PROV|||SULLANA|1|
190607|PIURA|SULLANA|SALITRAL|200608|SULLANA|PROV|||SULLANA|1|
190608|PIURA|SULLANA|IGNACIO ESCUDERO|200603|SULLANA|PROV|||SULLANA|1|
190701|PIURA|TALARA|PARIÑAS|200701|TALARA|PROV|||TALARA|1|
190702|PIURA|TALARA|EL ALTO|200702|TALARA|PROV|||TALARA|1|
190703|PIURA|TALARA|LA BREA|200703|TALARA|PROV|||TALARA|1|
190704|PIURA|TALARA|LOBITOS|200704|TALARA|PROV|||TALARA|1|
190705|PIURA|TALARA|MANCORA|200706|TALARA|PROV|||TALARA|1|
190706|PIURA|TALARA|LOS ORGANOS|200705|TALARA|PROV|||TALARA|1|
190801|PIURA|SECHURA|SECHURA|200801|SECHURA|PROV|||SECHURA|0|
190802|PIURA|SECHURA|VICE|200805|SECHURA|PROV|||SECHURA|0|
190803|PIURA|SECHURA|BERNAL|200803|SECHURA|PROV|||SECHURA|0|
190804|PIURA|SECHURA|BELLAVISTA DE LA UNION|200802|SECHURA|PROV|||SECHURA|0|
190805|PIURA|SECHURA|CRISTO NOS VALGA|200804|SECHURA|PROV|||SECHURA|0|
190806|PIURA|SECHURA|RINCONADA-LLICUAR|200806|SECHURA|PROV|||SECHURA|0|
200101|PUNO|PUNO|PUNO|210101|PUNO|PROV|||PUNO|1|
200102|PUNO|PUNO|ACORA|210102|PUNO|PROV|||PUNO|1|
200103|PUNO|PUNO|ATUNCOLLA|210104|PUNO|PROV|||PUNO|1|
200104|PUNO|PUNO|CAPACHICA|210105|PUNO|PROV|||PUNO|1|
200105|PUNO|PUNO|COATA|210107|PUNO|PROV|||PUNO|1|
200106|PUNO|PUNO|CHUCUITO|210106|PUNO|PROV|||PUNO|1|
200107|PUNO|PUNO|HUATA|210108|PUNO|PROV|||PUNO|1|
200108|PUNO|PUNO|MAÑAZO|210109|PUNO|PROV|||PUNO|1|
200109|PUNO|PUNO|PAUCARCOLLA|210110|PUNO|PROV|||PUNO|1|
200110|PUNO|PUNO|PICHACANI|210111|PUNO|PROV|||PUNO|1|
200111|PUNO|PUNO|SAN ANTONIO|210113|PUNO|PROV|||PUNO|1|
200112|PUNO|PUNO|TIQUILLACA|210114|PUNO|PROV|||PUNO|1|
200113|PUNO|PUNO|VILQUE|210115|PUNO|PROV|||PUNO|1|
200114|PUNO|PUNO|PLATERIA|210112|PUNO|PROV|||PUNO|1|
200115|PUNO|PUNO|AMANTANI|210103|PUNO|PROV|||PUNO|1|
200201|PUNO|AZANGARO|AZANGARO|210201|AZANGARO|PROV|||AZANGARO|0|
200202|PUNO|AZANGARO|ACHAYA|210202|AZANGARO|PROV|||AZANGARO|0|
200203|PUNO|AZANGARO|ARAPA|210203|AZANGARO|PROV|||AZANGARO|0|
200204|PUNO|AZANGARO|ASILLO|210204|AZANGARO|PROV|||AZANGARO|0|
200205|PUNO|AZANGARO|CAMINACA|210205|AZANGARO|PROV|||AZANGARO|0|
200206|PUNO|AZANGARO|CHUPA|210206|AZANGARO|PROV|||AZANGARO|0|
200207|PUNO|AZANGARO|JOSE DOMINGO CHOQUEHUANCA|210207|AZANGARO|PROV|||AZANGARO|0|
200208|PUNO|AZANGARO|MUÑANI|210208|AZANGARO|PROV|||AZANGARO|0|
200210|PUNO|AZANGARO|POTONI|210209|AZANGARO|PROV|||AZANGARO|0|
200212|PUNO|AZANGARO|SAMAN|210210|AZANGARO|PROV|||AZANGARO|0|
200213|PUNO|AZANGARO|SAN ANTON|210211|AZANGARO|PROV|||AZANGARO|0|
200214|PUNO|AZANGARO|SAN JOSE|210212|AZANGARO|PROV|||AZANGARO|0|
200215|PUNO|AZANGARO|SAN JUAN DE SALINAS|210213|AZANGARO|PROV|||AZANGARO|0|
200216|PUNO|AZANGARO|SANTIAGO DE PUPUJA|210214|AZANGARO|PROV|||AZANGARO|0|
200217|PUNO|AZANGARO|TIRAPATA|210215|AZANGARO|PROV|||AZANGARO|0|
200301|PUNO|CARABAYA|MACUSANI|210301|CARABAYA|PROV|||CARABAYA|0|
200302|PUNO|CARABAYA|AJOYANI|210302|CARABAYA|PROV|||CARABAYA|0|
200303|PUNO|CARABAYA|AYAPATA|210303|CARABAYA|PROV|||CARABAYA|0|
200304|PUNO|CARABAYA|COASA|210304|CARABAYA|PROV|||CARABAYA|0|
200305|PUNO|CARABAYA|CORANI|210305|CARABAYA|PROV|||CARABAYA|0|
200306|PUNO|CARABAYA|CRUCERO|210306|CARABAYA|PROV|||CARABAYA|0|
200307|PUNO|CARABAYA|ITUATA|210307|CARABAYA|PROV|||CARABAYA|0|
200308|PUNO|CARABAYA|OLLACHEA|210308|CARABAYA|PROV|||CARABAYA|0|
200309|PUNO|CARABAYA|SAN GABAN|210309|CARABAYA|PROV|||CARABAYA|0|
200310|PUNO|CARABAYA|USICAYOS|210310|CARABAYA|PROV|||CARABAYA|0|
200401|PUNO|CHUCUITO|JULI|210401|CHUCUITO|PROV|Desaguadero||CHUCUITO|0|
200402|PUNO|CHUCUITO|DESAGUADERO|210402|CHUCUITO|PROV|Desaguadero||CHUCUITO|0|
200403|PUNO|CHUCUITO|HUACULLANI|210403|CHUCUITO|PROV|||CHUCUITO|0|
200406|PUNO|CHUCUITO|PISACOMA|210405|CHUCUITO|PROV|||CHUCUITO|0|
200407|PUNO|CHUCUITO|POMATA|210406|CHUCUITO|PROV|||CHUCUITO|0|
200410|PUNO|CHUCUITO|ZEPITA|210407|CHUCUITO|PROV|||CHUCUITO|0|
200412|PUNO|CHUCUITO|KELLUYO|210404|CHUCUITO|PROV|||CHUCUITO|0|
200501|PUNO|HUANCANE|HUANCANE|210601|HUANCANE|PROV|||HUANCANE|0|
200502|PUNO|HUANCANE|COJATA|210602|HUANCANE|PROV|||HUANCANE|0|
200504|PUNO|HUANCANE|INCHUPALLA|210604|HUANCANE|PROV|||HUANCANE|0|
200506|PUNO|HUANCANE|PUSI|210605|HUANCANE|PROV|||HUANCANE|0|
200507|PUNO|HUANCANE|ROSASPATA|210606|HUANCANE|PROV|||HUANCANE|0|
200508|PUNO|HUANCANE|TARACO|210607|HUANCANE|PROV|||HUANCANE|0|
200509|PUNO|HUANCANE|VILQUE CHICO|210608|HUANCANE|PROV|||HUANCANE|0|
200511|PUNO|HUANCANE|HUATASANI|210603|HUANCANE|PROV|||HUANCANE|0|
200601|PUNO|LAMPA|LAMPA|210701|LAMPA|PROV|||LAMPA|0|
200602|PUNO|LAMPA|CABANILLA|210702|LAMPA|PROV|||LAMPA|0|
200603|PUNO|LAMPA|CALAPUJA|210703|LAMPA|PROV|||LAMPA|0|
200604|PUNO|LAMPA|NICASIO|210704|LAMPA|PROV|||LAMPA|0|
200605|PUNO|LAMPA|OCUVIRI|210705|LAMPA|PROV|||LAMPA|0|
200606|PUNO|LAMPA|PALCA|210706|LAMPA|PROV|||LAMPA|0|
200607|PUNO|LAMPA|PARATIA|210707|LAMPA|PROV|||LAMPA|0|
200608|PUNO|LAMPA|PUCARA|210708|LAMPA|PROV|||LAMPA|0|
200609|PUNO|LAMPA|SANTA LUCIA|210709|LAMPA|PROV|||LAMPA|0|
200610|PUNO|LAMPA|VILAVILA|210710|LAMPA|PROV|||LAMPA|0|
200701|PUNO|MELGAR|AYAVIRI|210801|MELGAR|PROV|Ayaviri||MELGAR|0|
200702|PUNO|MELGAR|ANTAUTA|210802|MELGAR|PROV|||MELGAR|0|
200703|PUNO|MELGAR|CUPI|210803|MELGAR|PROV|||MELGAR|0|
200704|PUNO|MELGAR|LLALLI|210804|MELGAR|PROV|Ayaviri||MELGAR|0|
200705|PUNO|MELGAR|MACARI|210805|MELGAR|PROV|||MELGAR|0|
200706|PUNO|MELGAR|NUÑOA|210806|MELGAR|PROV|Ayaviri||MELGAR|0|
200707|PUNO|MELGAR|ORURILLO|210807|MELGAR|PROV|||MELGAR|0|
200708|PUNO|MELGAR|SANTA ROSA|210808|MELGAR|PROV|Ayaviri||MELGAR|0|
200709|PUNO|MELGAR|UMACHIRI|210809|MELGAR|PROV|||MELGAR|0|
200801|PUNO|SANDIA|SANDIA|211201|SANDIA|PROV|||SANDIA|0|
200803|PUNO|SANDIA|CUYOCUYO|211202|SANDIA|PROV|||SANDIA|0|
200804|PUNO|SANDIA|LIMBANI|211203|SANDIA|PROV|||SANDIA|0|
200805|PUNO|SANDIA|PHARA|211205|SANDIA|PROV|||SANDIA|0|
200806|PUNO|SANDIA|PATAMBUCO|211204|SANDIA|PROV|||SANDIA|0|
200807|PUNO|SANDIA|QUIACA|211206|SANDIA|PROV|||SANDIA|0|
200808|PUNO|SANDIA|SAN JUAN DEL ORO|211207|SANDIA|PROV|||SANDIA|0|
200810|PUNO|SANDIA|YANAHUAYA|211208|SANDIA|PROV|||SANDIA|0|
200811|PUNO|SANDIA|ALTO INAMBARI|211209|SANDIA|PROV|||SANDIA|0|
200812|PUNO|SANDIA|SAN PEDRO DE PUTINA PUNCO|211210|SANDIA|PROV|||SANDIA|0|
200901|PUNO|SAN ROMAN|JULIACA|211101|JULIACA|PROV|||SAN ROMAN|1|
200902|PUNO|SAN ROMAN|CABANA|211102|CABANA|PROV|||SAN ROMAN|1|
200903|PUNO|SAN ROMAN|CABANILLAS|211103|CABANILLAS|PROV|||SAN ROMAN|1|
200904|PUNO|SAN ROMAN|CARACOTO|211104|CARACOTO|PROV|||SAN ROMAN|1|
201001|PUNO|YUNGUYO|YUNGUYO|211301|YUNGUYO|PROV|Desaguadero||YUNGUYO|0|
201002|PUNO|YUNGUYO|UNICACHI|211307|YUNGUYO|PROV|||YUNGUYO|0|
201003|PUNO|YUNGUYO|ANAPIA|211302|YUNGUYO|PROV|||YUNGUYO|0|
201004|PUNO|YUNGUYO|COPANI|211303|YUNGUYO|PROV|||YUNGUYO|0|
201005|PUNO|YUNGUYO|CUTURAPI|211304|YUNGUYO|PROV|||YUNGUYO|0|
201006|PUNO|YUNGUYO|OLLARAYA|211305|YUNGUYO|PROV|||YUNGUYO|0|
201007|PUNO|YUNGUYO|TINICACHI|211306|YUNGUYO|PROV|||YUNGUYO|0|
201101|PUNO|SAN ANTONIO DE PUTINA|PUTINA|211001|SAN ANTONIO DE PUTINA|PROV|||SAN ANTONIO DE PUTINA|0|
201102|PUNO|SAN ANTONIO DE PUTINA|PEDRO VILCA APAZA|211003|SAN ANTONIO DE PUTINA|PROV|||SAN ANTONIO DE PUTINA|0|
201103|PUNO|SAN ANTONIO DE PUTINA|QUILCAPUNCU|211004|SAN ANTONIO DE PUTINA|PROV|||SAN ANTONIO DE PUTINA|0|
201104|PUNO|SAN ANTONIO DE PUTINA|ANANEA|211002|SAN ANTONIO DE PUTINA|PROV|||SAN ANTONIO DE PUTINA|0|
201105|PUNO|SAN ANTONIO DE PUTINA|SINA|211005|SAN ANTONIO DE PUTINA|PROV|||SAN ANTONIO DE PUTINA|0|
201201|PUNO|EL COLLAO|ILAVE|210501|EL COLLAO|PROV|||EL COLLAO|0|
201202|PUNO|EL COLLAO|PILCUYO|210503|EL COLLAO|PROV|||EL COLLAO|0|
201203|PUNO|EL COLLAO|SANTA ROSA|210504|EL COLLAO|PROV|||EL COLLAO|0|
201204|PUNO|EL COLLAO|CAPASO|210502|EL COLLAO|PROV|||EL COLLAO|0|
201205|PUNO|EL COLLAO|CONDURIRI|210505|EL COLLAO|PROV|||EL COLLAO|0|
201301|PUNO|MOHO|MOHO|210901|MOHO|PROV|||MOHO|0|
201302|PUNO|MOHO|CONIMA|210902|MOHO|PROV|||MOHO|0|
201303|PUNO|MOHO|TILALI|210904|MOHO|PROV|||MOHO|0|
201304|PUNO|MOHO|HUAYRAPATA|210903|MOHO|PROV|||MOHO|0|
210101|SAN MARTIN|MOYOBAMBA|MOYOBAMBA|220101|MOYOBAMBA|PROV|||MOYOBAMBA|1|
210102|SAN MARTIN|MOYOBAMBA|CALZADA|220102|MOYOBAMBA|PROV|||MOYOBAMBA|1|
210103|SAN MARTIN|MOYOBAMBA|HABANA|220103|MOYOBAMBA|PROV|||MOYOBAMBA|1|
210104|SAN MARTIN|MOYOBAMBA|JEPELACIO|220104|MOYOBAMBA|PROV|||MOYOBAMBA|1|
210105|SAN MARTIN|MOYOBAMBA|SORITOR|220105|MOYOBAMBA|PROV|||MOYOBAMBA|1|
210106|SAN MARTIN|MOYOBAMBA|YANTALO|220106|MOYOBAMBA|PROV|||MOYOBAMBA|1|
210201|SAN MARTIN|HUALLAGA|SAPOSOA|220401|HUALLAGA|PROV|||HUALLAGA|0|
210202|SAN MARTIN|HUALLAGA|PISCOYACU|220404|HUALLAGA|PROV|||HUALLAGA|0|
210203|SAN MARTIN|HUALLAGA|SACANCHE|220405|HUALLAGA|PROV|||HUALLAGA|0|
210204|SAN MARTIN|HUALLAGA|TINGO DE SAPOSOA|220406|HUALLAGA|PROV|||HUALLAGA|0|
210205|SAN MARTIN|HUALLAGA|ALTO SAPOSOA|220402|HUALLAGA|PROV|||HUALLAGA|0|
210206|SAN MARTIN|HUALLAGA|EL ESLABON|220403|HUALLAGA|PROV|||HUALLAGA|0|
210301|SAN MARTIN|LAMAS|LAMAS|220501|LAMAS|PROV|||LAMAS|0|
210303|SAN MARTIN|LAMAS|BARRANQUITA|220503|LAMAS|PROV|||LAMAS|0|
210304|SAN MARTIN|LAMAS|CAYNARACHI|220504|LAMAS|PROV|||LAMAS|0|
210305|SAN MARTIN|LAMAS|CUÑUMBUQUI|220505|LAMAS|PROV|||LAMAS|0|
210306|SAN MARTIN|LAMAS|PINTO RECODO|220506|LAMAS|PROV|||LAMAS|0|
210307|SAN MARTIN|LAMAS|RUMISAPA|220507|LAMAS|PROV|||LAMAS|0|
210311|SAN MARTIN|LAMAS|SHANAO|220509|LAMAS|PROV|||LAMAS|0|
210313|SAN MARTIN|LAMAS|TABALOSOS|220510|LAMAS|PROV|||LAMAS|0|
210314|SAN MARTIN|LAMAS|ZAPATERO|220511|LAMAS|PROV|||LAMAS|0|
210315|SAN MARTIN|LAMAS|ALONSO DE ALVARADO|220502|LAMAS|PROV|||LAMAS|0|
210316|SAN MARTIN|LAMAS|SAN ROQUE DE CUMBAZA|220508|LAMAS|PROV|||LAMAS|0|
210401|SAN MARTIN|MARISCAL CACERES|JUANJUI|220601|MARISCAL CACERES|PROV|||MARISCAL CACERES|0|
210402|SAN MARTIN|MARISCAL CACERES|CAMPANILLA|220602|MARISCAL CACERES|PROV|||MARISCAL CACERES|0|
210403|SAN MARTIN|MARISCAL CACERES|HUICUNGO|220603|MARISCAL CACERES|PROV|||MARISCAL CACERES|0|
210404|SAN MARTIN|MARISCAL CACERES|PACHIZA|220604|MARISCAL CACERES|PROV|||MARISCAL CACERES|0|
210405|SAN MARTIN|MARISCAL CACERES|PAJARILLO|220605|MARISCAL CACERES|PROV|||MARISCAL CACERES|0|
210501|SAN MARTIN|RIOJA|RIOJA|220801|RIOJA|PROV|||RIOJA|0|
210502|SAN MARTIN|RIOJA|POSIC|220806|RIOJA|PROV|||RIOJA|0|
210503|SAN MARTIN|RIOJA|YORONGOS|220808|RIOJA|PROV|||RIOJA|0|
210504|SAN MARTIN|RIOJA|YURACYACU|220809|RIOJA|PROV|||RIOJA|0|
210505|SAN MARTIN|RIOJA|NUEVA CAJAMARCA|220804|RIOJA|PROV|||RIOJA|0|
210506|SAN MARTIN|RIOJA|ELIAS SOPLIN|220803|RIOJA|PROV|||RIOJA|0|
210507|SAN MARTIN|RIOJA|SAN FERNANDO|220807|RIOJA|PROV|||RIOJA|0|
210508|SAN MARTIN|RIOJA|PARDO MIGUEL|220805|RIOJA|PROV|||RIOJA|0|
210509|SAN MARTIN|RIOJA|AWAJUN|220802|RIOJA|PROV|||RIOJA|0|
210601|SAN MARTIN|SAN MARTIN|TARAPOTO|220901|SAN MARTIN|PROV|||SAN MARTIN|1|
210602|SAN MARTIN|SAN MARTIN|ALBERTO LEVEAU|220902|SAN MARTIN|PROV|||SAN MARTIN|1|
210604|SAN MARTIN|SAN MARTIN|CACATACHI|220903|SAN MARTIN|PROV|||SAN MARTIN|1|
210606|SAN MARTIN|SAN MARTIN|CHAZUTA|220904|SAN MARTIN|PROV|||SAN MARTIN|1|
210607|SAN MARTIN|SAN MARTIN|CHIPURANA|220905|SAN MARTIN|PROV|||SAN MARTIN|1|
210608|SAN MARTIN|SAN MARTIN|EL PORVENIR|220906|SAN MARTIN|PROV|||SAN MARTIN|1|
210609|SAN MARTIN|SAN MARTIN|HUIMBAYOC|220907|SAN MARTIN|PROV|||SAN MARTIN|1|
210610|SAN MARTIN|SAN MARTIN|JUAN GUERRA|220908|SAN MARTIN|PROV|||SAN MARTIN|1|
210611|SAN MARTIN|SAN MARTIN|MORALES|220910|SAN MARTIN|PROV|||SAN MARTIN|1|
210612|SAN MARTIN|SAN MARTIN|PAPAPLAYA|220911|SAN MARTIN|PROV|||SAN MARTIN|1|
210616|SAN MARTIN|SAN MARTIN|SAN ANTONIO|220912|SAN MARTIN|PROV|||SAN MARTIN|1|
210619|SAN MARTIN|SAN MARTIN|SAUCE|220913|SAN MARTIN|PROV|||SAN MARTIN|1|
210620|SAN MARTIN|SAN MARTIN|SHAPAJA|220914|SAN MARTIN|PROV|||SAN MARTIN|1|
210621|SAN MARTIN|SAN MARTIN|LA BANDA DE SHILCAYO|220909|SAN MARTIN|PROV|||SAN MARTIN|1|
210701|SAN MARTIN|BELLAVISTA|BELLAVISTA|220201|BELLAVISTA|PROV|||BELLAVISTA|0|
210702|SAN MARTIN|BELLAVISTA|SAN RAFAEL|220206|BELLAVISTA|PROV|||BELLAVISTA|0|
210703|SAN MARTIN|BELLAVISTA|SAN PABLO|220205|BELLAVISTA|PROV|||BELLAVISTA|0|
210704|SAN MARTIN|BELLAVISTA|ALTO BIAVO|220202|BELLAVISTA|PROV|||BELLAVISTA|0|
210705|SAN MARTIN|BELLAVISTA|HUALLAGA|220204|BELLAVISTA|PROV|||BELLAVISTA|0|
210706|SAN MARTIN|BELLAVISTA|BAJO BIAVO|220203|BELLAVISTA|PROV|||BELLAVISTA|0|
210801|SAN MARTIN|TOCACHE|TOCACHE|221001|TOCACHE|PROV|||TOCACHE|0|
210802|SAN MARTIN|TOCACHE|NUEVO PROGRESO|221002|TOCACHE|PROV|||TOCACHE|0|
210803|SAN MARTIN|TOCACHE|POLVORA|221003|TOCACHE|PROV|||TOCACHE|0|
210804|SAN MARTIN|TOCACHE|SHUNTE|221004|TOCACHE|PROV|||TOCACHE|0|
210805|SAN MARTIN|TOCACHE|UCHIZA|221005|TOCACHE|PROV|||TOCACHE|0|
210901|SAN MARTIN|PICOTA|PICOTA|220701|PICOTA|PROV|||PICOTA|0|
210902|SAN MARTIN|PICOTA|BUENOS AIRES|220702|PICOTA|PROV|||PICOTA|0|
210903|SAN MARTIN|PICOTA|CASPIZAPA|220703|PICOTA|PROV|||PICOTA|0|
210904|SAN MARTIN|PICOTA|PILLUANA|220704|PICOTA|PROV|||PICOTA|0|
210905|SAN MARTIN|PICOTA|PUCACACA|220705|PICOTA|PROV|||PICOTA|0|
210906|SAN MARTIN|PICOTA|SAN CRISTOBAL|220706|PICOTA|PROV|||PICOTA|0|
210907|SAN MARTIN|PICOTA|SAN HILARION|220707|PICOTA|PROV|||PICOTA|0|
210908|SAN MARTIN|PICOTA|TINGO DE PONASA|220709|PICOTA|PROV|||PICOTA|0|
210909|SAN MARTIN|PICOTA|TRES UNIDOS|220710|PICOTA|PROV|||PICOTA|0|
210910|SAN MARTIN|PICOTA|SHAMBOYACU|220708|PICOTA|PROV|||PICOTA|0|
211001|SAN MARTIN|EL DORADO|SAN JOSE DE SISA|220301|EL DORADO|PROV|||EL DORADO|0|
211002|SAN MARTIN|EL DORADO|AGUA BLANCA|220302|EL DORADO|PROV|||EL DORADO|0|
211003|SAN MARTIN|EL DORADO|SHATOJA|220305|EL DORADO|PROV|||EL DORADO|0|
211004|SAN MARTIN|EL DORADO|SAN MARTIN|220303|EL DORADO|PROV|||EL DORADO|0|
211005|SAN MARTIN|EL DORADO|SANTA ROSA|220304|EL DORADO|PROV|||EL DORADO|0|
220101|TACNA|TACNA|TACNA|230101|TACNA|PROV|||TACNA|1|
220102|TACNA|TACNA|CALANA|230103|TACNA|PROV|||TACNA|1|
220104|TACNA|TACNA|INCLAN|230105|TACNA|PROV|||TACNA|1|
220107|TACNA|TACNA|PACHIA|230106|TACNA|PROV|||TACNA|1|
220108|TACNA|TACNA|PALCA|230107|TACNA|PROV|||TACNA|1|
220109|TACNA|TACNA|POCOLLAY|230108|TACNA|PROV|||TACNA|1|
220110|TACNA|TACNA|SAMA|230109|TACNA|PROV|||TACNA|1|
220111|TACNA|TACNA|ALTO DE LA ALIANZA|230102|TACNA|PROV|||TACNA|1|
220112|TACNA|TACNA|CIUDAD NUEVA|230104|TACNA|PROV|||TACNA|1|
220113|TACNA|TACNA|CORONEL GREGORIO ALBARRACIN LANCHIPA|230110|TACNA|PROV|||TACNA|1|
220201|TACNA|TARATA|TARATA|230401|TARATA|PROV|||TARATA|0|
220205|TACNA|TARATA|HEROES ALBARRACIN|230402|TARATA|PROV|||TARATA|0|
220206|TACNA|TARATA|ESTIQUE|230403|TARATA|PROV|||TARATA|0|
220207|TACNA|TARATA|ESTIQUE PAMPA|230404|TARATA|PROV|||TARATA|0|
220210|TACNA|TARATA|SITAJARA|230405|TARATA|PROV|||TARATA|0|
220211|TACNA|TARATA|SUSAPAYA|230406|TARATA|PROV|||TARATA|0|
220212|TACNA|TARATA|TARUCACHI|230407|TARATA|PROV|||TARATA|0|
220213|TACNA|TARATA|TICACO|230408|TARATA|PROV|||TARATA|0|
220301|TACNA|JORGE BASADRE|LOCUMBA|230301|JORGE BASADRE|PROV|||JORGE BASADRE|0|
220302|TACNA|JORGE BASADRE|ITE|230303|JORGE BASADRE|PROV|||JORGE BASADRE|0|
220303|TACNA|JORGE BASADRE|ILABAYA|230302|JORGE BASADRE|PROV|||JORGE BASADRE|0|
220401|TACNA|CANDARAVE|CANDARAVE|230201|CANDARAVE|PROV|||CANDARAVE|0|
220402|TACNA|CANDARAVE|CAIRANI|230202|CANDARAVE|PROV|||CANDARAVE|0|
220403|TACNA|CANDARAVE|CURIBAYA|230204|CANDARAVE|PROV|||CANDARAVE|0|
220404|TACNA|CANDARAVE|HUANUARA|230205|CANDARAVE|PROV|||CANDARAVE|0|
220405|TACNA|CANDARAVE|QUILAHUANI|230206|CANDARAVE|PROV|||CANDARAVE|0|
220406|TACNA|CANDARAVE|CAMILACA|230203|CANDARAVE|PROV|||CANDARAVE|0|
230101|TUMBES|TUMBES|TUMBES|240101|TUMBES|PROV|||TUMBES|1|
230102|TUMBES|TUMBES|CORRALES|240102|TUMBES|PROV|||TUMBES|1|
230103|TUMBES|TUMBES|LA CRUZ|240103|TUMBES|PROV|||TUMBES|1|
230104|TUMBES|TUMBES|PAMPAS DE HOSPITAL|240104|TUMBES|PROV|||TUMBES|1|
230105|TUMBES|TUMBES|SAN JACINTO|240105|TUMBES|PROV|||TUMBES|1|
230106|TUMBES|TUMBES|SAN JUAN DE LA VIRGEN|240106|TUMBES|PROV|||TUMBES|1|
230201|TUMBES|CONTRALMIRANTE VILLAR|ZORRITOS|240201|CONTRALMIRANTE VILLAR|PROV|||CONTRALMIRANTE VILLAR|0|
230202|TUMBES|CONTRALMIRANTE VILLAR|CASITAS|240202|CONTRALMIRANTE VILLAR|PROV|||CONTRALMIRANTE VILLAR|0|
230203|TUMBES|CONTRALMIRANTE VILLAR|CANOAS DE PUNTA SAL|240203|CONTRALMIRANTE VILLAR|PROV|||CONTRALMIRANTE VILLAR|0|
230301|TUMBES|ZARUMILLA|ZARUMILLA|240301|ZARUMILLA|PROV|||ZARUMILLA|0|
230302|TUMBES|ZARUMILLA|MATAPALO|240303|ZARUMILLA|PROV|||ZARUMILLA|0|
230303|TUMBES|ZARUMILLA|PAPAYAL|240304|ZARUMILLA|PROV|||ZARUMILLA|0|
230304|TUMBES|ZARUMILLA|AGUAS VERDES|240302|ZARUMILLA|PROV|||ZARUMILLA|0|
240101|CALLAO|CALLAO|CALLAO|070101|CALLAO|LIMA|||CALLAO|1|
240102|CALLAO|CALLAO|BELLAVISTA|070102|BELLAVISTA|LIMA|||CALLAO|1|
240103|CALLAO|CALLAO|LA PUNTA|070105|LA PUNTA|LIMA|||CALLAO|1|
240104|CALLAO|CALLAO|CARMEN DE LA LEGUA-REYNOSO|070103|CARMEN DE LA LEGUA-REYNOSO|LIMA|||CALLAO|1|
240105|CALLAO|CALLAO|LA PERLA|070104|LA PERLA|LIMA|||CALLAO|1|
240106|CALLAO|CALLAO|VENTANILLA|070106|VENTANILLA|LIMA|||CALLAO|1|
250101|UCAYALI|CORONEL PORTILLO|CALLERIA|250101|CORONEL PORTILLO|PROV|||CORONEL PORTILLO|1|
250102|UCAYALI|CORONEL PORTILLO|YARINACOCHA|250105|CORONEL PORTILLO|PROV|||CORONEL PORTILLO|1|
250103|UCAYALI|CORONEL PORTILLO|MASISEA|250104|CORONEL PORTILLO|PROV|||CORONEL PORTILLO|1|
250104|UCAYALI|CORONEL PORTILLO|CAMPOVERDE|250102|CORONEL PORTILLO|PROV|||CORONEL PORTILLO|1|
250105|UCAYALI|CORONEL PORTILLO|IPARIA|250103|CORONEL PORTILLO|PROV|||CORONEL PORTILLO|1|
250106|UCAYALI|CORONEL PORTILLO|NUEVA REQUENA|250106|CORONEL PORTILLO|PROV|||CORONEL PORTILLO|1|
250107|UCAYALI|CORONEL PORTILLO|MANANTAY|250107|CORONEL PORTILLO|PROV|||CORONEL PORTILLO|1|
250201|UCAYALI|PADRE ABAD|PADRE ABAD|250301|PADRE ABAD|PROV|||PADRE ABAD|1|
250202|UCAYALI|PADRE ABAD|IRAZOLA|250302|PADRE ABAD|PROV|||PADRE ABAD|1|
250203|UCAYALI|PADRE ABAD|CURIMANA|250303|PADRE ABAD|PROV|||PADRE ABAD|1|
250301|UCAYALI|ATALAYA|RAIMONDI|250201|ATALAYA|PROV|||ATALAYA|0|
250302|UCAYALI|ATALAYA|TAHUANIA|250203|ATALAYA|PROV|||ATALAYA|0|
250303|UCAYALI|ATALAYA|YURUA|250204|ATALAYA|PROV|||ATALAYA|0|
250304|UCAYALI|ATALAYA|SEPAHUA|250202|ATALAYA|PROV|||ATALAYA|0|
250401|UCAYALI|PURUS|PURUS|250401|PURUS|PROV|||PURUS|0|
070502|CUSCO|CANAS|CHECCA|080502|CANAS|PROV|||CANAS|0|
